Student_ID,Hours_Studied,Previous_Scores,Extracurricular_Activities,Sleep_Hours,Sample_Question_Practiced,Gender,Performance_Index
7341,5,91,Yes,5,5,Female,76
7342,7,42,Yes,6,8,Male,35
7343,8,67,Yes,5,8,Female,61
7344,1,42,Yes,5,8,Male,18
7345,2,53,Yes,7,2,Male,25
7346,7,57,Yes,4,3,Female,47
7347,2,66,Yes,6,7,Male,47
7348,7,90,Yes,9,7,Female,81
7349,9,99,Yes,8,1,Male,99
7350,2,49,Yes,8,7,Female,28
7351,7,88,Yes,5,6,Female,77
7352,4,54,No,4,8,Female,37
7353,2,58,Yes,4,4,Female,35
7354,7,48,Yes,6,1,Male,38
7355,5,43,Yes,6,4,Male,31
7356,1,54,Yes,5,1,Male,29
7357,5,90,Yes,5,4,Female,77
7358,3,87,No,5,8,Male,70
7359,7,47,No,7,6,Female,37
7360,6,88,No,4,6,Male,75
7361,8,92,No,5,0,Male,83
7362,5,40,Yes,4,8,Male,24
7363,2,46,No,9,5,Female,23
7364,9,92,No,8,6,Male,90
7365,8,70,Yes,8,1,Male,64
7366,6,57,No,4,0,Female,41
7367,7,51,No,9,3,Female,44
7368,9,87,Yes,8,8,Male,84
7369,7,69,Yes,8,8,Male,65
7370,3,72,No,8,2,Female,54
7371,6,98,Yes,6,0,Female,84
7372,7,86,No,9,1,Male,78
7373,2,46,Yes,6,8,Female,21
7374,3,67,No,4,8,Male,49
7375,4,88,No,4,0,Male,69
7376,6,42,No,7,8,Female,31
7377,1,82,Yes,6,0,Male,56
7378,9,45,Yes,4,9,Male,41
7379,5,70,No,6,3,Female,54
7380,7,77,Yes,7,4,Female,69
7381,9,54,Yes,4,7,Female,53
7382,9,46,No,4,4,Male,40
7383,1,82,Yes,4,4,Female,58
7384,1,69,Yes,4,3,Female,41
7385,3,66,No,5,8,Male,46
7386,6,56,No,9,7,Female,50
7387,2,94,Yes,9,8,Male,75
7388,1,57,Yes,6,6,Male,32
7389,1,61,Yes,6,6,Male,37
7390,5,95,No,6,4,Female,83
7391,4,92,Yes,7,9,Male,75
7392,1,65,Yes,5,0,Female,39
7393,4,90,Yes,6,5,Female,74
7394,3,66,Yes,6,9,Male,43
7395,2,79,Yes,4,5,Male,56
7396,9,63,Yes,4,9,Male,58
7397,1,91,No,4,3,Female,64
7398,7,47,No,6,1,Female,39
7399,4,60,No,4,0,Female,38
7400,5,68,Yes,6,2,Female,53
7401,5,82,Yes,7,8,Male,68
7402,1,60,No,7,0,Male,36
7403,6,42,No,8,4,Female,29
7404,9,70,No,5,9,Female,67
7405,2,94,No,4,5,Female,72
7406,7,66,No,9,8,Male,61
7407,6,85,Yes,4,0,Male,70
7408,5,66,Yes,5,4,Male,51
7409,4,48,Yes,5,0,Male,32
7410,4,96,Yes,8,1,Male,80
7411,6,72,Yes,5,1,Male,62
7412,4,72,No,6,4,Female,59
7413,5,65,No,4,9,Female,50
7414,6,67,Yes,5,3,Male,57
7415,5,83,No,6,5,Female,70
7416,7,82,Yes,5,4,Female,70
7417,9,70,Yes,9,1,Female,69
7418,7,92,No,6,8,Male,87
7419,7,40,Yes,7,9,Female,29
7420,4,59,Yes,6,7,Female,42
7421,1,51,Yes,8,8,Male,27
7422,8,56,No,6,5,Female,49
7423,4,54,No,5,4,Male,35
7424,1,73,Yes,7,4,Male,46
7425,5,89,Yes,7,1,Male,76
7426,8,55,No,6,3,Male,47
7427,4,43,No,5,1,Male,22
7428,8,47,No,7,1,Female,36
7429,8,73,No,9,7,Female,66
7430,3,85,Yes,6,3,Male,68
7431,9,64,Yes,6,3,Female,61
7432,3,54,Yes,6,6,Female,36
7433,1,67,No,7,3,Female,39
7434,2,48,No,4,8,Female,20
7435,6,41,Yes,5,8,Male,28
7436,2,56,No,8,2,Male,29
7437,6,97,Yes,8,5,Male,86
7438,1,49,No,5,6,Female,25
7439,1,48,Yes,4,2,Male,20
7440,5,70,Yes,5,3,Female,58
7441,9,41,Yes,6,0,Male,38
7442,8,63,Yes,9,8,Female,62
7443,3,58,No,5,6,Male,37
7444,3,56,Yes,5,9,Male,34
7445,1,82,Yes,9,6,Female,56
7446,3,88,Yes,7,8,Female,72
7447,1,49,Yes,8,5,Male,25
7448,8,89,No,8,7,Male,82
7449,1,94,Yes,6,4,Female,70
7450,5,67,Yes,9,7,Female,52
7451,9,77,No,6,9,Female,76
7452,7,87,Yes,7,0,Female,78
7453,4,67,Yes,6,2,Female,51
7454,9,98,Yes,9,3,Male,96
7455,9,89,Yes,9,8,Female,90
7456,2,91,No,4,7,Female,64
7457,6,89,No,7,7,Female,79
7458,4,40,No,9,1,Male,22
7459,8,99,No,9,6,Male,96
7460,7,42,No,7,2,Male,32
7461,7,54,No,5,5,Female,42
7462,9,91,Yes,5,3,Female,88
7463,5,49,Yes,4,5,Male,36
7464,6,60,Yes,9,3,Female,48
7465,1,76,Yes,7,2,Female,51
7466,6,54,No,7,1,Male,40
7467,2,62,Yes,5,3,Female,34
7468,6,53,Yes,8,9,Female,43
7469,9,54,No,8,1,Female,59
7470,8,49,Yes,9,6,Female,42
7471,9,95,Yes,5,0,Female,93
7472,8,48,No,9,0,Male,37
7473,3,83,Yes,6,4,Male,63
7474,8,78,Yes,7,6,Female,70
7475,6,44,No,9,0,Male,33
7476,6,64,Yes,4,3,Female,50
7477,6,95,Yes,8,4,Female,84
7478,3,81,Yes,9,1,Male,60
7479,1,96,Yes,6,6,Male,67
7480,4,65,Yes,7,3,Male,47
7481,6,47,No,6,7,Female,34
7482,2,61,Yes,9,0,Male,38
7483,7,91,Yes,7,9,Male,84
7484,7,64,Yes,7,0,Female,53
7485,4,87,No,5,0,Male,69
7486,4,51,No,5,3,Male,32
7487,1,48,No,4,0,Female,21
7488,2,49,Yes,4,4,Male,30
7489,9,87,Yes,6,5,Male,85
7490,8,49,Yes,5,6,Female,45
7491,8,48,Yes,7,7,Female,43
7492,9,65,Yes,5,7,Male,63
7493,7,74,No,7,1,Male,64
7494,9,66,Yes,5,3,Female,62
7495,2,99,Yes,7,6,Male,76
7496,6,70,No,6,8,Male,62
7497,3,58,No,5,8,Female,40
7498,6,82,No,8,2,Male,71
7499,3,77,No,8,6,Male,56
7500,8,45,No,7,3,Male,38
7501,4,54,Yes,6,8,Male,39
7502,6,68,Yes,7,6,Male,62
7503,9,86,Yes,6,5,Female,84
7504,2,84,Yes,4,8,Female,64
7505,2,93,Yes,5,6,Male,71
7506,7,44,No,6,7,Male,38
7507,2,53,Yes,7,4,Female,26
7508,2,92,Yes,4,3,Female,67
7509,4,41,No,7,0,Female,23
7510,9,62,No,8,7,Female,57
7511,8,83,Yes,8,5,Male,80
7512,2,91,Yes,5,3,Male,68
7513,8,85,No,9,2,Female,77
7514,4,58,Yes,5,4,Male,37
7515,2,63,No,4,3,Female,39
7516,7,59,Yes,8,6,Female,49
7517,6,86,No,6,5,Male,74
7518,5,66,No,8,2,Male,53
7519,1,91,No,9,9,Male,67
7520,2,63,Yes,5,0,Female,38
7521,8,56,No,7,6,Female,47
7522,1,64,No,4,4,Female,40
7523,3,85,Yes,9,0,Male,68
7524,2,94,Yes,8,0,Female,70
7525,5,70,Yes,6,5,Male,54
7526,4,67,No,9,3,Male,49
7527,7,89,No,6,7,Female,79
7528,5,98,No,6,1,Female,82
7529,8,67,Yes,4,3,Female,62
7530,4,61,Yes,6,7,Female,46
7531,6,95,No,6,7,Female,86
7532,4,98,Yes,8,4,Male,80
7533,2,44,Yes,4,2,Female,17
7534,1,93,No,7,3,Female,69
7535,1,83,No,7,2,Female,58
7536,8,81,Yes,6,1,Female,74
7537,4,47,No,9,3,Male,32
7538,5,77,Yes,5,8,Male,64
7539,8,67,Yes,4,5,Male,57
7540,7,96,No,5,3,Male,82
7541,8,86,No,4,0,Male,78
7542,8,51,Yes,4,6,Male,40
7543,6,96,Yes,8,1,Male,88
7544,2,64,No,6,5,Female,42
7545,6,77,Yes,8,9,Female,67
7546,1,83,Yes,9,0,Male,56
7547,1,54,Yes,5,6,Female,26
7548,3,83,Yes,5,3,Female,56
7549,3,80,Yes,7,2,Male,63
7550,5,90,No,9,9,Female,78
7551,1,92,Yes,9,6,Female,68
7552,6,73,Yes,8,2,Male,66
7553,7,99,No,8,7,Female,90
7554,3,84,No,9,3,Female,65
7555,4,52,No,8,2,Male,33
7556,3,47,Yes,7,6,Female,32
7557,1,98,Yes,8,6,Female,74
7558,8,52,No,8,8,Male,48
7559,2,75,No,9,9,Male,57
7560,1,45,No,9,6,Male,22
7561,8,77,No,8,5,Female,69
7562,7,71,No,8,2,Female,62
7563,7,60,Yes,9,3,Female,52
7564,4,83,No,5,7,Male,66
7565,9,83,Yes,6,5,Male,81
7566,6,88,Yes,5,8,Male,75
7567,2,98,No,8,7,Male,80
7568,1,46,No,4,7,Female,20
7569,1,65,No,4,9,Female,40
7570,9,54,No,7,9,Female,55
7571,4,95,No,5,6,Female,78
7572,5,88,Yes,9,9,Male,76
7573,3,81,No,7,0,Male,60
7574,4,62,No,7,4,Male,44
7575,8,91,Yes,4,6,Female,85
7576,4,77,No,5,9,Female,56
7577,9,80,No,6,8,Female,76
7578,9,54,No,9,3,Male,49
7579,6,87,Yes,5,7,Female,72
7580,2,92,No,7,0,Female,69
7581,7,79,No,8,3,Female,72
7582,9,55,No,7,3,Male,50
7583,6,71,No,5,1,Male,57
7584,3,76,Yes,4,2,Female,56
7585,7,57,No,5,2,Male,46
7586,5,59,Yes,6,8,Male,45
7587,1,85,No,9,6,Female,60
7588,3,41,No,9,1,Male,22
7589,5,94,No,8,8,Female,81
7590,7,62,Yes,8,7,Female,54
7591,3,69,No,7,5,Male,48
7592,6,42,No,5,5,Female,28
7593,5,85,Yes,9,1,Male,73
7594,1,78,No,4,2,Female,52
7595,6,86,No,6,5,Female,74
7596,8,88,No,7,2,Female,84
7597,1,40,No,5,6,Female,13
7598,2,80,Yes,4,4,Female,57
7599,4,61,Yes,5,3,Female,42
7600,2,68,Yes,4,7,Female,47
7601,9,53,No,5,1,Male,48
7602,8,87,No,5,2,Male,81
7603,8,67,No,9,9,Male,63
7604,4,60,No,7,3,Female,43
7605,5,84,Yes,5,9,Female,71
7606,4,71,No,5,5,Female,49
7607,9,45,Yes,7,4,Male,43
7608,2,93,No,7,4,Female,69
7609,8,40,No,8,6,Female,34
7610,2,60,Yes,8,7,Female,37
7611,1,96,No,9,5,Female,74
7612,3,43,Yes,7,2,Male,21
7613,9,42,Yes,6,3,Male,38
7614,3,88,No,9,0,Female,67
7615,9,69,Yes,4,4,Male,64
7616,7,70,Yes,7,9,Female,61
7617,1,73,No,8,7,Male,46
7618,5,58,Yes,5,2,Male,41
7619,9,59,Yes,7,9,Female,58
7620,3,62,No,7,3,Female,40
7621,9,93,Yes,8,3,Male,92
7622,5,98,No,8,5,Female,86
7623,9,79,Yes,6,8,Female,77
7624,6,64,No,9,9,Female,52
7625,9,54,No,8,2,Male,47
7626,7,77,No,8,3,Female,70
7627,7,62,No,8,5,Female,57
7628,8,91,No,9,5,Male,90
7629,7,41,Yes,5,6,Male,32
7630,9,96,No,7,0,Female,93
7631,9,96,No,7,8,Male,94
7632,6,54,Yes,8,1,Female,42
7633,7,91,No,9,3,Male,82
7634,2,83,Yes,6,2,Male,58
7635,9,74,Yes,8,2,Male,68
7636,1,49,No,9,4,Male,25
7637,1,53,Yes,9,6,Male,30
7638,3,66,Yes,6,6,Female,46
7639,6,93,Yes,9,6,Male,86
7640,5,53,No,7,2,Male,42
7641,2,74,Yes,6,8,Female,49
7642,9,72,No,6,5,Male,70
7643,4,91,No,4,9,Female,74
7644,4,40,Yes,6,7,Female,26
7645,5,73,No,6,0,Female,56
7646,8,58,Yes,5,3,Male,54
7647,4,63,Yes,7,6,Female,48
7648,5,81,No,8,8,Female,70
7649,4,43,No,4,2,Female,22
7650,6,75,No,6,5,Male,62
7651,3,52,Yes,5,7,Female,33
7652,8,97,Yes,5,2,Female,93
7653,6,71,Yes,9,5,Female,62
7654,5,48,No,8,8,Female,31
7655,2,78,Yes,8,8,Male,60
7656,7,55,Yes,7,5,Male,50
7657,2,89,Yes,9,4,Female,67
7658,1,42,Yes,6,0,Male,17
7659,7,91,No,5,2,Male,82
7660,5,59,Yes,4,2,Female,41
7661,1,49,No,7,3,Female,24
7662,4,95,Yes,6,4,Female,78
7663,4,97,Yes,9,7,Male,80
7664,7,97,Yes,8,8,Male,93
7665,9,61,No,9,6,Female,64
7666,2,87,No,6,9,Female,60
7667,1,42,No,9,5,Female,18
7668,2,50,Yes,8,2,Female,28
7669,7,64,Yes,6,8,Male,54
7670,6,81,No,4,9,Female,71
7671,4,87,Yes,7,0,Female,68
7672,1,47,Yes,9,8,Female,23
7673,1,48,No,8,2,Female,20
7674,5,54,Yes,4,8,Female,37
7675,1,71,Yes,5,9,Male,47
7676,7,92,Yes,4,0,Female,81
7677,1,42,No,4,7,Male,18
7678,1,43,Yes,4,5,Male,16
7679,2,69,No,8,8,Male,49
7680,3,52,Yes,5,3,Male,33
7681,1,83,No,7,4,Male,60
7682,9,60,No,4,5,Female,55
7683,8,80,No,8,8,Female,75
7684,5,96,No,8,5,Female,81
7685,2,85,Yes,7,8,Male,64
7686,5,58,No,6,1,Female,41
7687,6,78,Yes,5,3,Male,68
7688,1,87,Yes,5,2,Male,59
7689,4,61,No,9,3,Male,44
7690,9,59,Yes,4,0,Male,55
7691,2,76,Yes,6,1,Male,54
7692,5,70,Yes,5,3,Female,53
7693,1,49,Yes,9,9,Female,24
7694,4,57,No,4,3,Female,37
7695,4,82,Yes,6,4,Female,65
7696,6,78,Yes,8,8,Male,69
7697,9,85,Yes,4,0,Male,82
7698,3,59,Yes,6,7,Male,39
7699,9,57,Yes,7,2,Male,54
7700,6,50,No,5,8,Female,36
7701,7,61,Yes,4,7,Female,55
7702,2,98,No,9,7,Male,78
7703,6,83,Yes,8,8,Male,73
7704,6,57,No,9,3,Female,49
7705,2,97,Yes,4,4,Male,74
7706,2,73,Yes,5,6,Male,51
7707,2,62,No,5,1,Female,37
7708,1,40,No,6,6,Female,16
7709,5,94,No,9,2,Male,84
7710,8,49,Yes,9,5,Male,47
7711,2,92,No,8,5,Male,70
7712,5,40,No,6,5,Male,28
7713,8,77,No,8,9,Male,72
7714,5,78,Yes,4,1,Female,60
7715,2,88,Yes,4,8,Male,67
7716,3,48,Yes,9,7,Female,33
7717,6,70,No,6,6,Male,58
7718,5,46,Yes,7,8,Female,36
7719,4,56,Yes,5,3,Female,35
7720,4,74,Yes,6,1,Male,56
7721,5,87,Yes,6,3,Female,71
7722,2,76,No,4,9,Male,51
7723,9,91,Yes,5,2,Female,88
7724,2,57,No,6,1,Male,36
7725,2,72,No,4,1,Male,50
7726,9,43,No,4,7,Male,42
7727,3,62,No,9,4,Male,44
7728,7,50,No,9,5,Male,42
7729,4,91,No,6,7,Female,75
7730,6,48,Yes,6,6,Male,34
7731,4,69,No,4,6,Female,54
7732,7,47,Yes,9,6,Male,36
7733,1,79,No,6,6,Female,53
7734,3,44,Yes,5,7,Male,24
7735,3,51,No,4,0,Female,30
7736,1,40,Yes,4,2,Male,13
7737,6,54,Yes,6,0,Female,43
7738,9,64,No,6,7,Male,56
7739,8,57,No,6,1,Male,50
7740,7,77,No,5,6,Male,67
7741,8,81,No,4,5,Male,74
7742,6,85,Yes,7,0,Male,73
7743,9,92,Yes,5,5,Male,90
7744,3,65,No,5,8,Female,42
7745,9,79,No,9,2,Female,77
7746,4,98,Yes,4,6,Male,84
7747,7,42,No,7,3,Male,37
7748,9,93,Yes,4,0,Male,91
7749,2,61,No,5,6,Female,34
7750,2,65,No,6,0,Male,40
7751,9,58,Yes,4,3,Female,53
7752,3,83,Yes,4,8,Male,63
7753,9,83,No,6,4,Male,82
7754,5,86,Yes,7,6,Female,73
7755,6,99,No,7,6,Female,86
7756,2,78,Yes,4,2,Female,56
7757,8,98,No,6,7,Female,94
7758,9,75,No,9,0,Female,74
7759,2,60,No,4,3,Female,37
7760,6,80,Yes,6,9,Female,69
7761,6,93,Yes,5,3,Male,79
7762,8,87,Yes,9,1,Female,83
7763,5,65,Yes,6,5,Male,50
7764,9,52,No,4,0,Male,47
7765,1,75,Yes,8,2,Male,53
7766,9,63,Yes,7,8,Male,62
7767,7,80,Yes,4,9,Male,75
7768,4,65,No,6,5,Female,48
7769,3,60,Yes,9,1,Female,40
7770,6,57,Yes,9,8,Male,45
7771,1,54,No,6,1,Male,27
7772,3,54,No,7,6,Female,32
7773,2,45,No,4,0,Male,20
7774,9,82,No,9,4,Male,80
7775,3,70,No,9,6,Male,51
7776,2,67,No,8,2,Male,44
7777,4,47,No,5,3,Male,29
7778,2,68,Yes,8,4,Female,46
7779,1,60,No,5,2,Female,37
7780,6,56,No,9,5,Male,44
7781,8,95,No,5,2,Female,90
7782,2,96,No,4,7,Male,75
7783,9,88,No,9,6,Male,84
7784,3,63,Yes,9,0,Male,44
7785,8,97,Yes,5,1,Female,91
7786,8,99,Yes,6,3,Female,94
7787,3,89,Yes,5,4,Male,69
7788,3,75,Yes,5,9,Female,57
7789,6,70,Yes,7,3,Male,55
7790,1,86,Yes,7,3,Female,61
7791,4,73,No,4,8,Female,54
7792,1,41,No,4,3,Male,12
7793,3,81,No,6,3,Male,62
7794,9,42,No,7,3,Female,40
7795,5,69,No,8,1,Female,57
7796,5,47,No,4,7,Male,33
7797,4,91,Yes,4,3,Female,71
7798,3,46,No,7,4,Male,26
7799,5,51,No,7,7,Male,39
7800,4,97,No,6,3,Female,74
7801,8,58,Yes,7,4,Female,56
7802,4,65,Yes,5,4,Male,45
7803,8,67,Yes,9,5,Female,61
7804,6,54,No,8,6,Female,45
7805,5,53,No,9,2,Female,43
7806,4,87,No,5,9,Male,68
7807,4,98,Yes,5,2,Female,79
7808,4,53,Yes,9,8,Female,40
7809,9,42,No,5,0,Female,37
7810,4,89,Yes,4,9,Male,72
7811,9,68,No,9,7,Male,67
7812,6,99,Yes,5,9,Female,93
7813,7,93,Yes,4,2,Male,85
7814,3,45,Yes,7,4,Female,26
7815,8,88,No,8,2,Female,84
7816,3,62,Yes,8,9,Male,45
7817,1,67,No,5,0,Male,41
7818,5,53,No,8,9,Male,39
7819,2,53,No,4,4,Female,28
7820,6,59,Yes,7,7,Female,48
7821,9,52,Yes,5,4,Female,46
7822,1,66,Yes,6,3,Female,38
7823,4,99,No,9,8,Male,87
7824,1,74,Yes,8,0,Female,50
7825,1,84,Yes,8,4,Male,63
7826,8,95,No,5,0,Female,89
7827,2,41,No,9,5,Male,19
7828,1,80,No,9,9,Male,56
7829,8,84,Yes,8,8,Male,82
7830,4,79,Yes,8,1,Female,60
7831,3,87,No,6,3,Male,67
7832,4,63,Yes,9,7,Male,50
7833,5,68,No,4,2,Male,52
7834,1,42,Yes,5,6,Male,17
7835,1,84,No,5,6,Female,61
7836,3,43,Yes,6,1,Female,22
7837,6,89,No,6,9,Female,79
7838,1,41,No,4,3,Male,15
7839,2,59,No,7,0,Female,34
7840,7,93,Yes,5,7,Female,83
7841,1,92,Yes,9,9,Male,71
7842,7,54,Yes,8,9,Male,47
7843,4,88,No,4,8,Male,70
7844,6,71,No,5,0,Female,58
7845,8,81,No,9,6,Male,74
7846,9,40,No,4,0,Male,34
7847,6,77,No,7,0,Male,66
7848,9,74,No,9,8,Female,73
7849,4,90,No,5,9,Female,72
7850,6,46,No,8,9,Male,34
7851,8,84,No,9,5,Male,80
7852,9,52,Yes,5,0,Female,49
7853,3,88,No,4,6,Female,69
7854,2,40,Yes,7,2,Female,16
7855,6,53,No,9,9,Male,46
7856,4,68,Yes,4,3,Male,50
7857,1,97,No,4,3,Male,67
7858,8,42,Yes,6,7,Male,37
7859,9,85,No,4,0,Male,78
7860,9,63,No,9,7,Female,62
7861,2,40,No,7,8,Male,18
7862,9,87,Yes,8,6,Female,83
7863,7,49,No,6,0,Female,42
7864,5,52,Yes,4,6,Male,36
7865,7,75,Yes,9,5,Female,64
7866,9,48,Yes,5,4,Female,47
7867,8,53,Yes,6,4,Male,48
7868,6,75,Yes,7,0,Male,63
7869,4,49,No,5,5,Female,31
7870,1,79,Yes,7,3,Male,54
7871,6,62,Yes,5,0,Female,46
7872,3,74,Yes,8,7,Male,53
7873,6,94,Yes,7,7,Male,86
7874,6,46,No,5,3,Female,34
7875,4,81,No,7,6,Male,66
7876,2,74,No,6,2,Male,53
7877,9,41,Yes,7,7,Male,32
7878,2,54,Yes,9,6,Male,32
7879,3,48,Yes,7,4,Male,26
7880,1,86,No,5,4,Male,59
7881,7,56,Yes,7,8,Female,45
7882,1,78,No,8,5,Female,54
7883,9,91,Yes,4,5,Female,89
7884,1,57,Yes,6,1,Female,35
7885,5,54,No,9,4,Female,40
7886,7,57,Yes,5,3,Male,49
7887,3,63,No,7,9,Female,46
7888,9,62,Yes,7,2,Male,63
7889,8,51,No,7,8,Male,43
7890,3,62,Yes,6,6,Female,44
7891,5,60,Yes,9,3,Female,48
7892,7,65,Yes,4,8,Male,53
7893,4,47,Yes,8,8,Male,32
7894,5,69,Yes,9,6,Female,58
7895,3,73,No,8,4,Male,50
7896,9,41,No,9,8,Female,39
7897,9,44,Yes,5,6,Female,41
7898,7,70,No,4,8,Male,61
7899,2,72,No,4,2,Female,49
7900,7,93,No,6,8,Female,84
7901,7,43,No,9,0,Female,32
7902,5,45,Yes,7,4,Male,32
7903,9,62,No,4,1,Female,60
7904,3,84,No,9,0,Male,67
7905,4,58,Yes,7,2,Female,46
7906,1,82,Yes,6,6,Male,56
7907,6,84,Yes,9,2,Female,74
7908,4,47,Yes,9,9,Female,28
7909,1,78,Yes,5,9,Female,52
7910,2,52,Yes,9,8,Female,28
7911,3,40,Yes,5,2,Female,18
7912,9,45,Yes,7,5,Female,45
7913,8,46,No,7,1,Female,41
7914,7,87,Yes,4,7,Male,78
7915,4,66,No,6,9,Female,48
7916,1,54,Yes,5,4,Male,26
7917,8,91,Yes,4,1,Male,86
7918,4,73,No,8,6,Female,56
7919,3,97,Yes,4,2,Female,77
7920,9,96,Yes,7,4,Male,95
7921,4,62,No,8,8,Female,47
7922,4,87,No,4,0,Male,62
7923,9,88,No,9,1,Female,87
7924,2,63,No,6,4,Male,40
7925,5,54,No,5,3,Male,35
7926,4,74,No,9,0,Male,60
7927,9,43,Yes,8,6,Female,41
7928,5,83,Yes,6,8,Female,67
7929,9,76,Yes,4,0,Female,70
7930,9,56,Yes,9,7,Male,55
7931,2,70,Yes,7,8,Female,54
7932,9,77,No,7,1,Male,72
7933,3,49,No,6,0,Female,26
7934,4,93,Yes,7,5,Female,77
7935,1,89,No,5,6,Male,67
7936,1,66,Yes,6,1,Male,39
7937,1,81,No,6,4,Female,54
7938,9,45,Yes,7,4,Female,43
7939,8,95,Yes,6,6,Female,89
7940,5,45,Yes,4,0,Male,28
7941,5,91,No,8,9,Female,80
7942,9,54,No,9,7,Male,51
7943,3,43,Yes,8,4,Male,23
7944,3,96,No,9,2,Male,79
7945,7,87,Yes,7,8,Male,77
7946,9,93,Yes,5,2,Male,89
7947,6,95,No,5,6,Male,80
7948,2,79,Yes,7,9,Male,57
7949,1,46,Yes,7,6,Male,20
7950,2,90,Yes,6,9,Female,68
7951,1,97,No,5,7,Female,71
7952,9,88,Yes,8,9,Male,88
7953,8,92,Yes,7,7,Male,85
7954,7,84,Yes,8,3,Male,77
7955,3,86,Yes,9,0,Male,66
7956,8,65,No,8,3,Female,61
7957,2,97,Yes,5,5,Male,74
7958,2,70,Yes,9,9,Male,48
7959,3,41,No,8,5,Female,18
7960,7,67,No,6,5,Male,59
7961,1,81,No,6,6,Female,55
7962,8,52,No,5,0,Female,47
7963,7,57,No,6,9,Female,52
7964,4,69,No,7,0,Female,50
7965,5,94,Yes,9,6,Male,77
7966,1,50,Yes,5,3,Male,25
7967,4,52,No,9,5,Female,35
7968,1,90,Yes,8,5,Female,65
7969,1,63,No,7,8,Female,40
7970,1,96,Yes,5,1,Male,70
7971,7,68,No,8,3,Female,61
7972,7,95,No,8,3,Male,89
7973,4,93,Yes,8,6,Female,77
7974,2,44,No,8,0,Male,22
7975,3,74,Yes,8,4,Male,55
7976,8,58,No,5,3,Male,52
7977,8,94,No,6,1,Female,88
7978,6,52,Yes,8,4,Female,44
7979,9,44,No,7,8,Male,39
7980,9,83,Yes,5,7,Male,80
7981,4,53,Yes,4,8,Male,35
7982,1,77,Yes,6,6,Male,52
7983,1,61,Yes,7,9,Female,34
7984,5,48,Yes,8,6,Female,33
7985,2,88,No,5,1,Male,64
7986,6,79,No,5,2,Female,65
7987,7,65,Yes,8,9,Female,55
7988,1,84,No,7,7,Female,58
7989,6,44,Yes,5,1,Male,29
7990,8,68,No,9,6,Female,65
7991,5,93,Yes,6,5,Male,80
7992,7,61,No,7,9,Female,55
7993,6,88,Yes,8,3,Female,78
7994,4,42,No,7,3,Male,22
7995,7,67,Yes,9,2,Male,53
7996,9,77,Yes,7,5,Female,77
7997,7,53,No,4,2,Female,41
7998,5,86,Yes,8,8,Female,69
7999,7,53,Yes,6,3,Female,47
8000,3,82,No,8,3,Male,64
8001,2,50,No,4,1,Female,28
8002,5,48,Yes,8,1,Female,35
8003,4,77,Yes,8,6,Female,63
8004,5,86,Yes,6,4,Male,71
8005,8,83,Yes,4,2,Male,78
8006,4,45,No,8,5,Male,32
8007,9,40,Yes,9,5,Male,40
8008,7,64,Yes,8,0,Male,55
8009,7,55,No,5,2,Female,42
8010,8,91,No,8,4,Female,88
8011,6,54,Yes,6,6,Male,43
8012,8,73,No,5,3,Female,66
8013,3,56,No,9,7,Female,33
8014,1,42,No,9,2,Female,12
8015,6,42,Yes,9,5,Male,32
8016,1,76,Yes,4,5,Male,48
8017,9,56,Yes,9,8,Male,56
8018,2,94,No,7,3,Female,73
8019,2,88,Yes,6,6,Female,65
8020,7,91,Yes,4,9,Male,83
8021,2,77,Yes,5,0,Female,53
8022,8,40,No,7,0,Male,39
8023,6,46,Yes,4,1,Male,32
8024,7,65,Yes,6,3,Male,55
8025,7,86,Yes,5,5,Female,76
8026,6,78,Yes,6,3,Male,69
8027,9,58,No,6,5,Female,54
8028,9,91,Yes,5,1,Female,89
8029,7,93,Yes,9,8,Female,87
8030,9,69,No,8,2,Male,66
8031,3,82,No,6,6,Female,65
8032,3,94,No,9,0,Female,71
8033,1,53,No,5,7,Female,27
8034,5,52,No,6,3,Female,38
8035,4,59,Yes,8,4,Female,43
8036,2,65,No,5,6,Female,38
8037,9,66,No,4,2,Female,59
8038,3,64,No,4,8,Male,44
8039,8,48,Yes,9,8,Female,39
8040,6,80,Yes,4,7,Male,67
8041,5,87,Yes,7,0,Female,70
8042,1,51,No,6,1,Female,24
8043,4,49,Yes,6,1,Male,31
8044,3,45,No,5,2,Male,24
8045,1,89,No,7,1,Male,61
8046,5,73,Yes,6,0,Male,59
8047,6,98,Yes,5,4,Female,87
8048,2,91,Yes,8,5,Male,68
8049,3,80,No,6,6,Male,62
8050,6,58,Yes,9,9,Male,50
8051,4,45,Yes,6,6,Male,27
8052,9,41,Yes,8,1,Male,36
8053,5,54,Yes,8,6,Female,43
8054,4,56,Yes,6,1,Female,35
8055,2,55,No,8,1,Female,29
8056,6,67,No,5,5,Male,56
8057,2,60,Yes,6,5,Male,41
8058,7,47,No,6,7,Male,37
8059,3,49,No,4,4,Male,26
8060,9,49,No,9,4,Male,46
8061,5,89,Yes,6,9,Male,75
8062,8,49,No,4,0,Male,40
8063,6,48,Yes,8,3,Female,36
8064,8,67,No,9,0,Male,62
8065,3,63,Yes,9,9,Male,47
8066,3,58,No,8,4,Female,39
8067,5,72,No,5,7,Male,57
8068,3,43,Yes,4,0,Male,20
8069,8,95,Yes,6,2,Female,87
8070,8,42,No,4,0,Male,31
8071,2,81,Yes,8,5,Female,57
